ticket_id,customer_id,tickets_last_year,complaint_category,avg_resolution_hours,satisfaction_score,escalated,issue_status
7073925,1250682,7,Wrong Item,54.5,4.6,No,Escalated
7073926,1200756,3,Wrong Item,64.4,1.9,Yes,Escalated
7073927,1338554,8,Payment Issue,27.3,3.9,No,Open
7073928,1304975,5,Other,28.2,2.9,No,Open
7073929,1302959,2,Product Quality,10.4,4.3,Yes,Open
7073930,1482388,5,Payment Issue,61.0,4.6,Yes,Resolved
7073931,1322145,7,Wrong Item,42.5,3.6,No,Open
7073932,1475490,4,Delivery Delay,13.8,1.8,Yes,Closed
7073933,1467793,2,Refund Request,60.1,2.9,No,Closed
7073934,1094303,8,Delivery Delay,42.8,1.0,No,Closed
7073935,1209220,8,Payment Issue,1.1,1.5,No,Resolved
7073936,1432054,7,Wrong Item,9.8,3.4,Yes,Escalated
7073937,1302325,3,Other,6.7,1.5,Yes,Escalated
7073938,1117977,2,Product Quality,42.3,2.6,No,Escalated
7073939,1320954,3,Account Issue,66.1,2.8,Yes,Resolved
7073940,1154312,6,Wrong Item,67.0,3.2,Yes,Resolved
7073941,1235753,3,Delivery Delay,46.8,2.5,No,Resolved
7073942,1121007,5,Other,42.6,4.9,No,Closed
7073943,1293108,8,Other,38.2,1.1,Yes,Escalated
7073944,1113753,8,Product Quality,31.2,2.6,No,Resolved
7073945,1289728,6,Other,44.9,3.9,Yes,Open
7073946,1030398,1,Delivery Delay,28.0,3.4,No,Resolved
7073947,1296883,4,Delivery Delay,20.4,4.2,Yes,Open
7073948,1435559,8,Other,58.9,3.0,Yes,Closed
7073949,1191168,1,Wrong Item,19.6,1.9,No,Closed
7073950,1209150,5,Product Quality,62.4,4.9,Yes,Closed
7073951,1028121,6,Payment Issue,60.0,1.1,Yes,Escalated
7073952,1049807,5,Other,3.7,1.0,Yes,Open
7073953,1165417,5,Other,18.7,3.1,No,Resolved
7073954,1242418,3,Product Quality,42.4,3.1,Yes,Resolved
7073955,1372147,8,Refund Request,12.6,4.2,No,Open
7073956,1239309,2,Technical Problem,15.2,3.5,Yes,Escalated
7073957,1074102,3,Technical Problem,6.5,1.8,No,Closed
7073958,1438389,5,Technical Problem,42.0,2.7,Yes,Resolved
7073959,1094865,3,Technical Problem,1.4,2.9,Yes,Open
7073960,1080975,4,Payment Issue,64.7,4.3,No,Resolved
7073961,1145080,5,Other,7.1,4.4,Yes,Resolved
7073962,1167060,3,Product Quality,43.2,2.7,No,Open
7073963,1328423,8,Account Issue,23.3,2.4,Yes,Resolved
7073964,1093811,5,Product Quality,3.1,2.3,Yes,Open
7073965,1228949,7,Product Quality,57.4,4.5,Yes,Open
7073966,1459881,5,Delivery Delay,58.1,1.3,Yes,Closed
7073967,1380256,6,Technical Problem,47.1,3.6,No,Open
7073968,1470385,4,Other,53.3,4.4,No,Open
7073969,1009589,7,Delivery Delay,25.7,3.9,Yes,Escalated
7073970,1161581,8,Other,13.3,1.7,Yes,Escalated
7073971,1401223,1,Product Quality,42.7,1.9,No,Closed
7073972,1201277,4,Product Quality,22.0,2.7,No,Open
7073973,1127303,2,Wrong Item,16.2,3.8,No,Escalated
7073974,1084338,4,Other,60.9,2.1,No,Open
7073975,1104031,8,Wrong Item,17.1,4.9,Yes,Resolved
7073976,1130044,8,Technical Problem,37.5,1.1,Yes,Escalated
7073977,1190959,5,Other,27.2,3.3,Yes,Open
7073978,1203816,8,Product Quality,65.8,2.7,Yes,Escalated
7073979,1485607,4,Refund Request,16.2,2.1,No,Closed
7073980,1314021,4,Product Quality,65.2,1.5,Yes,Closed
7073981,1044439,2,Refund Request,62.3,2.1,Yes,Escalated
7073982,1399673,7,Wrong Item,46.5,4.2,No,Closed
7073983,1408485,6,Technical Problem,69.6,4.2,Yes,Open
7073984,1186049,6,Delivery Delay,43.9,4.3,No,Escalated
7073985,1478093,7,Account Issue,26.2,4.8,No,Resolved
7073986,1463351,8,Product Quality,45.6,2.0,Yes,Resolved
7073987,1372509,7,Other,50.5,2.2,Yes,Open
7073988,1444214,3,Delivery Delay,41.2,4.9,No,Escalated
7073989,1232519,3,Other,26.1,1.6,No,Escalated
7073990,1467842,2,Product Quality,8.7,1.8,No,Escalated
7073991,1164698,6,Technical Problem,7.6,3.1,No,Resolved
7073992,1256227,8,Delivery Delay,12.4,1.8,Yes,Escalated
7073993,1201243,1,Account Issue,58.2,1.4,Yes,Open
7073994,1154415,4,Delivery Delay,62.6,2.7,No,Open
7073995,1286444,5,Payment Issue,9.3,3.9,Yes,Closed
7073996,1436507,3,Payment Issue,16.5,1.5,No,Resolved
7073997,1116850,5,Delivery Delay,54.2,4.8,Yes,Open
7073998,1272425,6,Product Quality,27.1,2.0,No,Closed
7073999,1034329,4,Account Issue,46.7,4.3,No,Escalated
7074000,1250966,2,Delivery Delay,23.9,2.2,No,Escalated
7074001,1358453,6,Other,53.9,4.3,No,Closed
7074002,1282217,4,Refund Request,62.2,1.5,No,Closed
7074003,1198709,1,Wrong Item,61.1,4.1,No,Escalated
7074004,1075040,3,Delivery Delay,14.6,1.8,No,Closed
7074005,1497687,3,Technical Problem,25.9,3.5,No,Resolved
7074006,1238675,1,Account Issue,45.0,1.3,Yes,Escalated
7074007,1292386,5,Payment Issue,17.9,2.0,Yes,Resolved
7074008,1359092,8,Delivery Delay,41.9,2.0,Yes,Open
7074009,1366531,7,Payment Issue,48.3,3.9,No,Escalated
7074010,1283434,2,Payment Issue,31.6,1.0,No,Resolved
7074011,1240346,2,Product Quality,71.7,1.5,No,Escalated
7074012,1282177,5,Account Issue,22.9,3.4,No,Escalated
7074013,1311089,5,Technical Problem,40.1,3.3,No,Resolved
7074014,1447744,8,Wrong Item,7.7,1.8,Yes,Closed
7074015,1198340,7,Account Issue,26.3,4.2,No,Escalated
7074016,1210804,7,Delivery Delay,33.2,4.2,No,Resolved
7074017,1314738,1,Product Quality,4.9,4.4,No,Closed
7074018,1403266,8,Product Quality,23.8,3.8,No,Closed
7074019,1442470,1,Technical Problem,66.7,3.8,No,Resolved
7074020,1460778,8,Other,47.0,3.8,No,Closed
7074021,1102058,5,Delivery Delay,17.3,2.6,No,Escalated
7074022,1366296,1,Product Quality,23.2,4.2,Yes,Escalated
7074023,1438177,4,Delivery Delay,54.0,4.4,Yes,Open
7074024,1219905,8,Wrong Item,22.0,2.4,Yes,Escalated
7074025,1424589,5,Technical Problem,26.2,1.2,Yes,Escalated
7074026,1092023,2,Other,28.4,2.8,Yes,Closed
7074027,1173382,4,Technical Problem,5.6,1.6,Yes,Open
7074028,1222659,3,Other,3.0,2.2,Yes,Open
7074029,1145216,1,Payment Issue,10.7,3.0,No,Resolved
7074030,1017576,2,Refund Request,58.8,1.1,Yes,Closed
7074031,1189670,5,Wrong Item,33.0,4.7,Yes,Resolved
7074032,1385678,4,Product Quality,45.6,1.6,No,Open
7074033,1298771,2,Technical Problem,45.6,1.2,Yes,Closed
7074034,1056974,8,Payment Issue,50.4,2.8,No,Escalated
7074035,1434048,6,Other,41.3,2.8,No,Open
7074036,1089219,7,Payment Issue,1.6,3.5,Yes,Open
7074037,1054288,7,Other,21.7,3.4,Yes,Closed
7074038,1016289,5,Delivery Delay,18.2,3.9,Yes,Open
7074039,1497871,7,Refund Request,67.3,3.2,No,Open
7074040,1118286,1,Other,57.4,3.9,No,Escalated
7074041,1138066,4,Wrong Item,9.7,2.7,No,Open
7074042,1482340,6,Technical Problem,8.0,4.4,Yes,Open
7074043,1163241,7,Delivery Delay,22.7,2.2,No,Open
7074044,1069416,5,Product Quality,71.3,2.5,No,Resolved
7074045,1304106,4,Delivery Delay,45.7,3.4,No,Resolved
7074046,1174371,3,Product Quality,66.5,4.5,Yes,Escalated
7074047,1018050,1,Delivery Delay,53.0,1.3,Yes,Open
7074048,1350228,3,Account Issue,31.2,4.0,No,Closed
7074049,1449703,5,Refund Request,70.0,1.7,Yes,Closed
7074050,1389626,3,Account Issue,59.7,4.0,No,Resolved
7074051,1185522,4,Wrong Item,64.2,3.5,No,Closed
7074052,1273919,3,Technical Problem,19.2,2.4,Yes,Open
7074053,1421003,1,Refund Request,64.1,2.1,No,Closed
7074054,1150428,3,Payment Issue,25.8,2.9,No,Resolved
7074055,1169446,4,Payment Issue,49.6,4.6,Yes,Escalated
7074056,1030123,8,Delivery Delay,12.4,4.6,No,Escalated
7074057,1490671,6,Wrong Item,4.1,1.7,Yes,Escalated
7074058,1175907,2,Other,18.8,1.4,Yes,Closed
7074059,1272344,3,Payment Issue,60.1,2.0,Yes,Escalated
7074060,1178045,6,Refund Request,58.4,3.5,Yes,Resolved
7074061,1400776,8,Refund Request,43.7,1.4,No,Closed
7074062,1003913,1,Product Quality,70.5,3.6,No,Resolved
7074063,1090260,2,Product Quality,43.0,1.2,No,Escalated
7074064,1420080,4,Product Quality,16.8,4.9,Yes,Open
7074065,1274088,1,Account Issue,14.6,3.3,No,Resolved
7074066,1454107,6,Payment Issue,6.6,4.3,Yes,Closed
7074067,1091208,2,Account Issue,33.5,4.7,Yes,Open
7074068,1438836,5,Refund Request,49.0,1.2,No,Escalated
7074069,1215749,3,Delivery Delay,54.1,3.7,No,Open
7074070,1122449,2,Other,71.4,3.6,Yes,Closed
7074071,1076619,4,Wrong Item,68.7,1.1,Yes,Open
7074072,1150935,7,Account Issue,30.8,4.6,Yes,Open
7074073,1113174,6,Delivery Delay,8.3,4.0,No,Closed
7074074,1303905,8,Other,42.4,1.6,Yes,Resolved
7074075,1475596,7,Other,28.0,4.4,No,Resolved
7074076,1175202,3,Payment Issue,72.0,1.8,No,Escalated
7074077,1349735,4,Technical Problem,14.1,1.9,No,Resolved
7074078,1377661,8,Wrong Item,19.8,2.0,No,Escalated
7074079,1418301,3,Account Issue,14.2,3.2,Yes,Open
7074080,1427567,4,Account Issue,36.6,2.8,Yes,Resolved
7074081,1255066,8,Technical Problem,34.5,1.2,Yes,Open
7074082,1379679,8,Wrong Item,56.1,1.4,No,Closed
7074083,1396241,4,Technical Problem,70.2,3.7,No,Escalated
7074084,1155145,1,Wrong Item,60.0,4.2,No,Resolved
7074085,1151193,7,Account Issue,52.6,1.7,Yes,Escalated
7074086,1372090,2,Delivery Delay,64.6,3.7,Yes,Closed
7074087,1388994,1,Account Issue,25.0,5.0,No,Open
7074088,1323394,2,Payment Issue,2.5,2.5,Yes,Closed
7074089,1354362,6,Other,54.6,2.4,Yes,Open
7074090,1294376,1,Delivery Delay,70.1,4.1,No,Resolved
7074091,1195793,2,Delivery Delay,45.7,1.4,No,Resolved
7074092,1060372,8,Refund Request,55.9,3.1,No,Closed
7074093,1484577,6,Refund Request,56.1,3.6,Yes,Open
7074094,1177538,4,Product Quality,25.2,1.6,Yes,Closed
7074095,1170309,4,Product Quality,64.1,3.9,No,Escalated
7074096,1285983,6,Wrong Item,17.8,1.4,Yes,Closed
7074097,1489727,7,Other,43.4,2.9,Yes,Open
7074098,1149884,6,Product Quality,53.8,4.3,Yes,Open
7074099,1184497,5,Delivery Delay,44.4,3.1,Yes,Open
7074100,1463310,8,Payment Issue,1.2,1.2,Yes,Open
7074101,1330510,6,Delivery Delay,53.3,4.9,Yes,Open
7074102,1305760,5,Account Issue,49.0,4.1,Yes,Open
7074103,1122278,7,Delivery Delay,4.1,2.4,Yes,Resolved
7074104,1230736,6,Wrong Item,62.7,3.6,Yes,Open
7074105,1211435,6,Other,4.4,3.3,No,Open
7074106,1131642,7,Product Quality,70.6,2.3,No,Resolved
7074107,1032739,3,Account Issue,17.6,2.4,Yes,Resolved
7074108,1158806,4,Other,41.2,4.9,No,Open
7074109,1421058,5,Other,23.9,1.9,Yes,Open
7074110,1044760,7,Wrong Item,49.6,1.6,Yes,Open
7074111,1056532,5,Other,38.0,4.4,No,Open
7074112,1338217,7,Technical Problem,26.1,2.8,Yes,Escalated
7074113,1099988,3,Delivery Delay,25.4,2.8,Yes,Closed
7074114,1298968,7,Delivery Delay,14.1,3.5,Yes,Escalated
7074115,1405951,6,Refund Request,55.2,1.4,Yes,Escalated
7074116,1012915,7,Payment Issue,71.2,2.7,No,Open
7074117,1489800,2,Technical Problem,2.8,4.9,No,Resolved
7074118,1365607,3,Delivery Delay,65.6,2.4,No,Closed
7074119,1343201,3,Delivery Delay,24.1,2.6,No,Escalated
7074120,1403581,8,Product Quality,20.2,2.1,Yes,Open
7074121,1066661,1,Delivery Delay,56.9,2.7,Yes,Open
7074122,1420143,3,Payment Issue,18.3,2.5,Yes,Open
7074123,1299333,6,Account Issue,21.1,3.6,No,Closed
7074124,1444383,5,Delivery Delay,71.2,1.9,Yes,Closed
7074125,1400647,6,Payment Issue,44.3,1.6,No,Escalated
7074126,1278407,1,Product Quality,20.7,2.8,Yes,Open
7074127,1149341,3,Other,8.4,4.1,Yes,Escalated
7074128,1391246,7,Product Quality,50.2,4.2,Yes,Escalated
7074129,1033526,5,Product Quality,50.7,1.8,Yes,Resolved
7074130,1380679,2,Other,59.4,2.2,Yes,Escalated
7074131,1139387,7,Refund Request,70.2,1.1,No,Resolved
7074132,1049475,8,Refund Request,64.3,4.6,No,Open
7074133,1096841,8,Other,53.9,3.2,Yes,Escalated
7074134,1099274,6,Account Issue,39.9,1.3,No,Escalated
7074135,1472447,2,Refund Request,51.2,3.7,No,Escalated
7074136,1414377,3,Refund Request,61.5,4.2,No,Escalated
7074137,1182162,1,Product Quality,54.0,3.9,No,Closed
7074138,1444866,6,Wrong Item,54.6,3.9,No,Escalated
7074139,1409865,8,Other,34.5,3.5,Yes,Open
7074140,1124907,7,Technical Problem,40.1,2.0,No,Open
7074141,1246840,2,Delivery Delay,65.9,4.6,No,Closed
7074142,1460185,7,Delivery Delay,63.5,1.5,Yes,Resolved
7074143,1104768,1,Other,10.1,2.7,No,Closed
7074144,1256922,8,Wrong Item,52.5,3.0,Yes,Open
7074145,1394185,3,Payment Issue,60.2,1.4,Yes,Resolved
7074146,1202075,4,Other,23.8,4.3,No,Closed
7074147,1173587,2,Other,13.0,1.3,Yes,Escalated
7074148,1125348,3,Technical Problem,64.6,3.0,No,Resolved
7074149,1230868,1,Wrong Item,54.0,2.5,No,Escalated
7074150,1127530,1,Refund Request,8.1,4.7,Yes,Open
7074151,1448801,5,Product Quality,10.6,2.0,No,Escalated
7074152,1362864,2,Technical Problem,48.8,2.5,No,Resolved
7074153,1432454,1,Delivery Delay,27.6,2.1,Yes,Open
7074154,1417787,6,Refund Request,53.9,2.3,No,Closed
7074155,1486810,6,Payment Issue,25.0,2.5,No,Open
7074156,1479921,3,Delivery Delay,70.7,4.0,Yes,Resolved
7074157,1399774,5,Technical Problem,33.3,4.5,Yes,Escalated
7074158,1124104,7,Delivery Delay,37.5,2.6,Yes,Open
7074159,1499492,1,Account Issue,34.8,4.0,Yes,Resolved
7074160,1057663,3,Account Issue,6.0,4.9,No,Resolved
7074161,1357681,3,Delivery Delay,45.2,2.4,Yes,Open
7074162,1272189,1,Wrong Item,18.9,3.7,No,Escalated
7074163,1099931,1,Other,70.4,2.1,No,Resolved
7074164,1204856,7,Technical Problem,13.5,4.5,No,Closed
7074165,1081847,5,Technical Problem,7.1,3.4,Yes,Resolved
7074166,1153717,5,Account Issue,55.8,3.5,Yes,Escalated
7074167,1243965,2,Other,28.3,3.8,Yes,Closed
7074168,1261282,5,Payment Issue,56.9,3.9,Yes,Closed
7074169,1177670,6,Refund Request,14.0,3.4,No,Closed
7074170,1376706,3,Refund Request,12.3,3.0,Yes,Resolved
7074171,1332943,8,Account Issue,10.4,1.7,Yes,Closed
7074172,1470660,2,Refund Request,62.8,1.3,No,Escalated
7074173,1127036,7,Technical Problem,31.3,4.3,No,Open
7074174,1496371,8,Technical Problem,69.0,3.5,Yes,Resolved
7074175,1105270,3,Payment Issue,29.6,2.4,No,Open
7074176,1463242,1,Wrong Item,65.7,1.5,Yes,Closed
7074177,1110087,4,Technical Problem,55.0,4.0,Yes,Closed
7074178,1092226,7,Product Quality,46.9,2.8,No,Resolved
7074179,1377067,6,Refund Request,45.5,1.1,Yes,Open
7074180,1200456,5,Wrong Item,22.9,2.3,No,Resolved
7074181,1445280,2,Product Quality,61.2,3.7,No,Open
7074182,1397325,2,Refund Request,65.5,3.4,Yes,Open
7074183,1168131,6,Wrong Item,27.3,2.5,No,Escalated
7074184,1323284,8,Other,48.9,1.2,Yes,Open
7074185,1159033,3,Payment Issue,24.2,4.0,Yes,Resolved
7074186,1192744,2,Account Issue,59.1,3.3,No,Resolved
7074187,1161992,1,Technical Problem,24.8,3.5,Yes,Resolved
7074188,1259972,7,Wrong Item,11.8,1.9,No,Resolved
7074189,1306686,6,Wrong Item,31.2,3.0,No,Resolved
7074190,1375118,3,Delivery Delay,20.3,2.8,Yes,Open
7074191,1428080,2,Delivery Delay,12.6,1.9,Yes,Escalated
7074192,1274222,8,Technical Problem,61.1,3.8,Yes,Escalated
7074193,1310089,4,Technical Problem,3.7,3.9,Yes,Closed
7074194,1323449,2,Delivery Delay,47.9,4.8,Yes,Escalated
7074195,1363379,7,Technical Problem,4.0,3.0,No,Resolved
7074196,1141711,3,Delivery Delay,39.0,2.4,Yes,Closed
7074197,1207546,3,Payment Issue,31.4,1.8,No,Closed
7074198,1257743,1,Delivery Delay,21.1,1.0,No,Resolved
7074199,1203709,4,Account Issue,69.9,4.9,Yes,Resolved
7074200,1135105,4,Technical Problem,26.9,2.0,Yes,Resolved
7074201,1273060,3,Other,38.0,1.6,No,Resolved
7074202,1194559,6,Account Issue,53.6,2.2,Yes,Resolved
7074203,1341911,6,Other,39.5,5.0,Yes,Escalated
7074204,1204642,5,Delivery Delay,42.8,4.5,Yes,Closed
7074205,1284743,2,Product Quality,5.5,3.0,Yes,Open
7074206,1093336,7,Payment Issue,20.2,2.1,No,Closed
7074207,1364958,1,Payment Issue,21.1,5.0,Yes,Escalated
7074208,1069698,6,Refund Request,30.2,4.0,Yes,Escalated
7074209,1446782,1,Refund Request,15.5,2.0,Yes,Open
7074210,1496288,1,Product Quality,31.6,1.5,No,Resolved
7074211,1467611,6,Wrong Item,6.7,2.1,Yes,Escalated
7074212,1404184,4,Product Quality,51.3,4.0,No,Open
7074213,1436028,1,Wrong Item,71.5,2.0,No,Open
7074214,1251659,2,Technical Problem,34.1,2.2,Yes,Open
7074215,1482986,8,Product Quality,55.0,1.6,No,Open
7074216,1381433,6,Other,5.2,3.9,No,Escalated
7074217,1265093,8,Account Issue,65.8,3.3,No,Escalated
7074218,1485409,1,Other,37.5,1.5,No,Closed
7074219,1341235,3,Wrong Item,33.2,4.7,No,Resolved
7074220,1204749,5,Wrong Item,16.1,1.2,Yes,Closed
7074221,1403845,2,Account Issue,58.8,3.5,Yes,Escalated
7074222,1327091,4,Other,3.9,4.9,Yes,Escalated
7074223,1288692,4,Product Quality,34.1,3.0,No,Closed
7074224,1355018,7,Refund Request,61.6,4.2,No,Escalated
7074225,1457709,4,Payment Issue,3.2,2.8,Yes,Open
7074226,1354378,2,Other,23.6,1.4,Yes,Closed
7074227,1245015,8,Technical Problem,57.3,1.8,No,Closed
7074228,1264294,4,Other,36.7,4.2,No,Closed
7074229,1054421,8,Payment Issue,31.7,1.2,Yes,Resolved
7074230,1197580,8,Wrong Item,30.7,1.7,No,Escalated
7074231,1178148,4,Account Issue,29.5,4.2,Yes,Closed
7074232,1345833,1,Refund Request,29.8,2.5,Yes,Escalated
7074233,1105673,6,Wrong Item,58.4,1.2,No,Escalated
7074234,1209679,4,Delivery Delay,46.8,1.3,Yes,Resolved
7074235,1372037,7,Payment Issue,44.5,2.1,Yes,Open
7074236,1263768,4,Technical Problem,23.0,4.5,Yes,Resolved
7074237,1023610,3,Refund Request,18.2,3.8,No,Closed
7074238,1228898,7,Delivery Delay,64.4,2.1,Yes,Open
7074239,1322670,8,Product Quality,50.2,3.1,No,Resolved
7074240,1282067,5,Account Issue,18.6,2.1,No,Escalated
7074241,1269321,4,Wrong Item,54.3,2.9,No,Escalated
7074242,1374113,8,Product Quality,68.3,4.0,Yes,Escalated
7074243,1201061,5,Payment Issue,32.0,2.4,Yes,Resolved
7074244,1398296,7,Product Quality,10.1,1.7,No,Resolved
7074245,1359179,8,Other,53.9,4.5,No,Resolved
7074246,1097432,2,Account Issue,62.5,1.5,Yes,Escalated
7074247,1114854,3,Account Issue,64.1,3.9,No,Open
7074248,1292239,6,Delivery Delay,5.3,1.1,No,Resolved
7074249,1290837,7,Delivery Delay,53.0,1.7,Yes,Open
7074250,1101735,7,Wrong Item,7.6,2.5,Yes,Closed
7074251,1146403,6,Payment Issue,4.8,3.5,No,Open
7074252,1100240,7,Wrong Item,52.7,3.5,No,Closed
7074253,1276674,7,Technical Problem,51.7,4.3,Yes,Resolved
7074254,1209030,4,Product Quality,67.4,1.1,No,Escalated
7074255,1453249,6,Delivery Delay,42.8,2.2,No,Open
7074256,1491334,2,Other,70.0,2.2,No,Escalated
7074257,1270537,5,Refund Request,49.7,4.5,Yes,Resolved
7074258,1148274,2,Payment Issue,21.9,1.5,No,Resolved
7074259,1215490,4,Account Issue,14.7,3.7,No,Open
7074260,1350799,5,Refund Request,22.4,4.2,Yes,Escalated
7074261,1271251,2,Other,33.7,4.0,Yes,Escalated
7074262,1348560,6,Refund Request,67.6,2.7,No,Resolved
7074263,1207690,4,Technical Problem,13.2,1.9,No,Escalated
7074264,1066203,4,Technical Problem,56.0,4.6,No,Open
7074265,1498293,5,Wrong Item,57.4,3.7,Yes,Closed
7074266,1287509,8,Wrong Item,60.8,1.0,Yes,Escalated
7074267,1369561,1,Wrong Item,22.0,3.2,No,Escalated
7074268,1183473,3,Refund Request,9.2,2.5,Yes,Escalated
7074269,1171961,7,Technical Problem,11.1,3.4,No,Closed
7074270,1099821,1,Delivery Delay,5.8,2.8,Yes,Escalated
7074271,1433746,6,Product Quality,8.4,4.0,Yes,Closed
7074272,1490127,2,Technical Problem,10.6,1.3,Yes,Closed
7074273,1132890,4,Delivery Delay,33.3,2.7,Yes,Resolved
7074274,1051436,5,Refund Request,10.1,3.6,Yes,Open
7074275,1374963,6,Delivery Delay,23.7,2.3,No,Escalated
7074276,1428941,8,Account Issue,50.0,3.4,Yes,Resolved
7074277,1411076,3,Wrong Item,37.4,2.1,No,Escalated
7074278,1247126,8,Refund Request,48.7,1.4,Yes,Open
7074279,1431601,1,Delivery Delay,11.2,1.0,No,Open
7074280,1362928,4,Refund Request,22.4,4.2,Yes,Closed
7074281,1260382,4,Technical Problem,13.6,1.1,No,Closed
7074282,1329933,6,Payment Issue,16.4,2.4,No,Escalated
7074283,1168007,3,Other,46.9,3.2,No,Resolved
7074284,1275252,7,Account Issue,33.8,3.5,Yes,Escalated
7074285,1464204,8,Delivery Delay,37.2,2.0,No,Escalated
7074286,1425223,1,Product Quality,61.4,3.8,No,Escalated
7074287,1191124,6,Delivery Delay,33.2,4.7,Yes,Closed
7074288,1214088,7,Wrong Item,58.1,2.1,Yes,Escalated
7074289,1074316,1,Wrong Item,22.1,1.4,Yes,Escalated
7074290,1063573,1,Refund Request,15.6,2.4,No,Open
7074291,1096574,1,Delivery Delay,48.8,4.4,Yes,Escalated
7074292,1374628,8,Refund Request,48.7,5.0,Yes,Resolved
7074293,1264605,3,Product Quality,24.6,3.6,No,Open
7074294,1453236,2,Product Quality,14.7,1.3,No,Resolved
7074295,1119959,8,Technical Problem,34.2,1.4,Yes,Closed
7074296,1495645,2,Refund Request,31.4,3.1,Yes,Closed
7074297,1084845,4,Product Quality,29.4,1.7,No,Closed
7074298,1241955,8,Payment Issue,59.8,1.2,Yes,Closed
7074299,1384349,7,Product Quality,23.5,4.5,No,Closed
7074300,1459349,1,Other,36.2,3.3,Yes,Escalated
7074301,1219490,4,Product Quality,42.4,3.2,Yes,Resolved
7074302,1266599,3,Other,4.7,4.2,Yes,Closed
7074303,1399432,2,Refund Request,60.6,4.9,Yes,Resolved
7074304,1059875,7,Payment Issue,71.5,3.4,Yes,Closed
7074305,1050089,8,Account Issue,25.3,2.0,Yes,Open
7074306,1412734,6,Payment Issue,70.7,2.8,No,Open
7074307,1256407,5,Product Quality,49.7,4.7,No,Escalated
7074308,1486239,6,Delivery Delay,5.2,1.4,No,Escalated
7074309,1341019,3,Delivery Delay,5.2,2.9,Yes,Resolved
7074310,1462462,1,Technical Problem,59.9,1.9,No,Escalated
7074311,1034072,1,Wrong Item,71.6,2.9,Yes,Escalated
7074312,1013586,2,Product Quality,49.8,1.7,No,Escalated
7074313,1449860,4,Account Issue,41.9,3.0,Yes,Closed
7074314,1186182,4,Product Quality,31.3,2.0,Yes,Escalated
7074315,1248864,7,Wrong Item,11.7,3.5,No,Closed
7074316,1237343,5,Payment Issue,15.1,1.5,Yes,Open
7074317,1209998,7,Other,21.8,1.2,No,Closed
7074318,1323541,7,Wrong Item,35.4,4.4,No,Escalated
7074319,1141381,3,Account Issue,15.7,3.5,No,Resolved
7074320,1481002,8,Payment Issue,5.7,1.0,No,Escalated
7074321,1411350,1,Delivery Delay,12.8,4.9,No,Escalated
7074322,1157848,1,Account Issue,20.1,2.6,No,Open
7074323,1075704,6,Wrong Item,32.0,3.1,No,Resolved
7074324,1129538,4,Refund Request,50.5,4.2,No,Closed
7074325,1199954,6,Product Quality,19.9,3.9,Yes,Escalated
7074326,1326378,4,Product Quality,30.9,1.6,No,Open
7074327,1084080,3,Account Issue,42.5,3.3,No,Resolved
7074328,1399491,1,Delivery Delay,61.5,2.8,No,Resolved
7074329,1418539,6,Payment Issue,22.6,2.5,Yes,Open
7074330,1101375,1,Other,20.8,4.3,Yes,Open
7074331,1409625,8,Product Quality,62.8,3.6,No,Closed
7074332,1049420,2,Technical Problem,56.0,1.9,No,Resolved
7074333,1092216,2,Account Issue,12.3,4.9,Yes,Resolved
7074334,1045886,5,Refund Request,51.4,3.7,Yes,Escalated
7074335,1392444,2,Payment Issue,29.1,1.2,No,Escalated
7074336,1046144,8,Technical Problem,11.4,1.8,No,Resolved
7074337,1103441,8,Payment Issue,3.5,2.9,No,Open
7074338,1251270,7,Payment Issue,54.6,2.9,No,Closed
7074339,1406253,2,Refund Request,71.2,3.2,Yes,Escalated
7074340,1418954,8,Refund Request,42.7,4.4,No,Open
7074341,1071615,3,Wrong Item,59.3,1.9,No,Open
7074342,1193888,1,Wrong Item,49.7,3.2,No,Escalated
7074343,1318662,7,Delivery Delay,11.7,2.6,No,Closed
7074344,1195699,4,Technical Problem,40.4,3.9,No,Open
7074345,1188998,2,Technical Problem,2.4,1.2,Yes,Open
7074346,1318100,1,Wrong Item,53.9,2.3,Yes,Resolved
7074347,1398775,4,Payment Issue,62.5,1.9,No,Open
7074348,1002983,4,Account Issue,3.5,2.6,No,Escalated
7074349,1357313,5,Product Quality,18.7,3.8,Yes,Resolved
7074350,1263438,6,Payment Issue,69.0,4.0,Yes,Escalated
7074351,1259154,8,Payment Issue,69.2,3.4,Yes,Escalated
7074352,1265023,2,Delivery Delay,71.8,3.0,No,Closed
7074353,1457645,2,Refund Request,71.4,2.9,Yes,Resolved
7074354,1349881,3,Account Issue,60.0,4.0,Yes,Closed
7074355,1363529,1,Delivery Delay,47.8,3.2,Yes,Resolved
7074356,1018920,7,Delivery Delay,14.4,3.7,No,Open
7074357,1445942,6,Delivery Delay,24.9,3.0,No,Closed
7074358,1236389,6,Delivery Delay,26.9,2.8,No,Open
7074359,1094444,1,Wrong Item,39.2,2.9,Yes,Resolved
7074360,1040066,8,Payment Issue,45.2,4.8,No,Open
7074361,1046686,1,Technical Problem,46.3,3.4,Yes,Resolved
7074362,1265520,2,Wrong Item,4.8,3.9,No,Closed
7074363,1316657,5,Delivery Delay,27.5,1.5,Yes,Open
7074364,1349757,1,Wrong Item,43.3,2.7,No,Resolved
7074365,1069244,7,Technical Problem,7.2,2.8,No,Escalated
7074366,1037788,6,Delivery Delay,50.2,1.4,No,Open
